,created_at,retweet_count,favorite_count,rating_numerator,rating_denominator,dog_breed,display_text_range,entities_size_large_w,entities_size_large_h
317,2017-01-16 17:20:45+00:00,2084,11611,12,10,old_english_sheepdog,126,2048,1536
318,2017-01-15 21:49:15+00:00,9047,29028,13,10,golden_retriever,109,1536,2048
319,2017-01-15 17:52:40+00:00,2959,11304,84,70,west_highland_white_terrier,76,2048,2048
320,2017-01-14 17:00:24+00:00,517,3078,14,10,gordon_setter,139,1638,2048
321,2017-01-14 01:22:35+00:00,5681,18203,12,10,unknown,81,1536,2048
322,2017-01-13 17:00:21+00:00,1067,4891,13,10,american_staffordshire_terrier,140,600,749
323,2017-01-13 15:08:56+00:00,4474,11940,11,10,unknown,98,480,270
324,2017-01-13 01:03:12+00:00,2810,12281,11,10,toy_poodle,55,630,215
325,2017-01-12 16:54:26+00:00,1839,8894,13,10,cardigan,112,1151,1151
326,2017-01-12 00:55:47+00:00,1101,6661,12,10,rottweiler,122,1536,2048
327,2017-01-11 17:01:16+00:00,6128,21237,12,10,border_terrier,104,1640,2048
328,2017-01-11 02:21:57+00:00,17484,41984,14,10,unknown,98,1536,1023
329,2017-01-11 02:15:36+00:00,33938,80738,14,10,standard_poodle,84,717,1000
330,2017-01-10 01:15:10+00:00,6938,20738,13,10,labrador_retriever,71,500,667
331,2017-01-10 00:24:38+00:00,2317,9079,12,10,chihuahua,100,1536,2048
332,2017-01-09 19:14:36+00:00,2233,9986,11,10,welsh_springer_spaniel,128,1364,1860
333,2017-01-09 00:53:55+00:00,2045,10156,12,10,miniature_schnauzer,97,1639,2048
334,2017-01-08 17:20:31+00:00,2327,11342,11,10,golden_retriever,83,1532,2048
335,2017-01-07 20:18:46+00:00,24693,47572,13,10,cocker_spaniel,117,406,720
336,2017-01-07 16:59:28+00:00,2484,9968,13,10,curly-coated_retriever,141,384,480
337,2017-01-07 01:00:41+00:00,2686,10882,12,10,pug,144,1536,2048
338,2017-01-06 17:33:29+00:00,13362,31168,13,10,samoyed,57,720,720
339,2017-01-06 17:00:38+00:00,874,5176,11,10,doberman,141,720,540
340,2017-01-06 00:49:53+00:00,1832,8069,13,10,golden_retriever,104,1334,2048
341,2017-01-05 21:29:55+00:00,2369,11256,13,10,saluki,55,2048,1532
342,2017-01-05 17:13:55+00:00,1494,7942,11,10,kelpie,108,1412,2048
343,2017-01-05 01:20:46+00:00,1868,9256,12,10,malamute,92,1536,2048
344,2017-01-04 17:27:59+00:00,2017,9022,12,10,chihuahua,100,1536,2048
345,2017-01-04 01:05:59+00:00,7340,28054,13,10,unknown,104,618,243
346,2017-01-03 17:33:39+00:00,1771,7982,11,10,labrador_retriever,87,1536,2048
347,2017-01-03 01:20:49+00:00,1963,8290,12,10,pomeranian,92,1536,2048
348,2017-01-02 18:38:42+00:00,925,4577,11,10,chihuahua,140,749,926
349,2017-01-02 17:00:46+00:00,7733,20672,13,10,tibetan_mastiff,58,568,320
350,2017-01-02 01:48:06+00:00,2087,9071,11,10,border_collie,95,1536,2048
351,2017-01-01 19:22:38+00:00,1528,7594,12,10,german_shepherd,101,1867,2048
352,2017-01-01 02:53:20+00:00,3515,9589,13,10,unknown,45,894,1024
353,2016-12-31 00:08:17+00:00,1176,7082,11,10,dalmatian,94,2048,2048
354,2016-12-30 01:05:33+00:00,2489,10437,12,10,golden_retriever,87,1536,2048
355,2016-12-29 17:54:58+00:00,1719,8046,12,10,miniature_poodle,113,750,1000
356,2016-12-28 16:56:16+00:00,7964,26660,12,10,golden_retriever,110,1816,2048
357,2016-12-28 00:52:25+00:00,1713,8617,11,10,siberian_husky,94,2048,1071
358,2016-12-27 18:24:12+00:00,12792,33751,14,10,french_bulldog,140,690,518
359,2016-12-27 17:36:16+00:00,1620,7695,12,10,malamute,67,1152,2048
360,2016-12-26 03:00:30+00:00,6748,17243,13,10,samoyed,69,1536,2048
361,2016-12-26 02:00:11+00:00,1676,8563,11,10,cocker_spaniel,113,1008,2048
362,2016-12-26 01:00:05+00:00,3976,18338,13,10,golden_retriever,108,768,1024
363,2016-12-26 00:00:03+00:00,1783,8580,12,10,golden_retriever,76,480,640
364,2016-12-25 23:00:08+00:00,2035,7179,12,10,pembroke,113,574,749
365,2016-12-25 22:00:04+00:00,2207,7860,13,10,beagle,85,768,1024
366,2016-12-25 21:00:18+00:00,2879,10966,11,10,norwegian_elkhound,90,1536,2048
367,2016-12-25 20:00:07+00:00,2534,9562,12,10,pembroke,101,640,826
368,2016-12-25 19:00:02+00:00,3326,9760,11,10,great_dane,75,1024,602
369,2016-12-25 18:00:17+00:00,2563,9198,11,10,doberman,113,1536,2048
370,2016-12-25 17:00:08+00:00,1804,7376,12,10,toy_terrier,116,1536,2048
371,2016-12-25 16:00:16+00:00,6735,19446,13,10,golden_retriever,91,2048,2032
372,2016-12-24 22:04:54+00:00,1765,6991,10,10,bull_mastiff,102,487,331
373,2016-12-24 17:18:34+00:00,1337,6120,12,10,irish_setter,95,1536,2048
374,2016-12-24 03:40:19+00:00,1128,5584,13,10,unknown,119,750,875
375,2016-12-24 01:16:12+00:00,1774,7376,12,10,great_dane,111,1024,768
376,2016-12-23 19:00:19+00:00,3370,12629,13,10,golden_retriever,104,1636,2048
377,2016-12-22 17:23:53+00:00,1294,6742,11,10,staffordshire_bullterrier,89,1536,2048
378,2016-12-22 01:24:33+00:00,1451,6998,13,10,pekinese,42,1380,2048
379,2016-12-21 17:39:46+00:00,2805,11787,10,10,beagle,104,1390,2048
380,2016-12-21 01:44:13+00:00,5881,19342,11,10,pembroke,113,650,867
381,2016-12-19 23:06:23+00:00,1306,4919,24,7,golden_retriever,144,528,527
382,2016-12-19 17:14:23+00:00,1610,8314,11,10,flat-coated_retriever,128,2048,1940
383,2016-12-19 01:26:42+00:00,2423,10159,11,10,malamute,101,1536,2048
384,2016-12-18 00:43:57+00:00,10347,32532,13,10,malamute,80,745,737
385,2016-12-17 22:43:27+00:00,3105,13555,12,10,staffordshire_bullterrier,119,1528,1939
386,2016-12-17 00:38:52+00:00,3619,14357,10,10,norwich_terrier,117,1149,1590
387,2016-12-15 17:23:04+00:00,1347,6454,12,10,greater_swiss_mountain_dog,42,1536,2048
388,2016-12-15 02:14:29+00:00,5152,18396,12,10,pomeranian,127,1536,2048
389,2016-12-14 17:16:53+00:00,3232,12221,11,10,vizsla,137,1561,2048
390,2016-12-14 00:57:20+00:00,2816,9380,13,10,rottweiler,117,1537,2048
391,2016-12-13 18:01:07+00:00,2004,7315,12,10,toy_poodle,99,1149,1504
392,2016-12-13 02:39:32+00:00,2423,10470,12,10,airedale,106,1594,1923
393,2016-12-12 00:29:28+00:00,2032,8179,12,10,golden_retriever,121,2048,1670
394,2016-12-11 17:31:39+00:00,3253,11566,12,10,labrador_retriever,106,1536,2048
395,2016-12-10 16:22:02+00:00,3334,13520,14,10,golden_retriever,138,749,848
396,2016-12-09 06:17:20+00:00,50750,109096,13,10,chihuahua,62,640,800
397,2016-12-08 23:53:08+00:00,3556,12114,12,10,golden_retriever,124,1536,2048
398,2016-12-07 22:38:52+00:00,31834,68958,13,10,cocker_spaniel,86,1536,2048
399,2016-12-07 16:53:43+00:00,2186,9487,11,10,vizsla,100,1874,1911
400,2016-12-06 19:29:28+00:00,1107,5974,11,10,chow,124,2048,2048
401,2016-12-06 00:32:26+00:00,1773,7674,12,10,norwegian_elkhound,126,1532,2048
402,2016-12-05 17:31:15+00:00,1689,6098,12,10,siberian_husky,55,568,320
403,2016-12-04 21:14:20+00:00,1526,5352,13,10,malinois,139,500,379
404,2016-12-04 19:02:24+00:00,2339,8112,12,10,unknown,138,1639,2048
405,2016-12-04 00:30:29+00:00,1597,7290,12,10,pembroke,56,2048,1158
406,2016-12-02 17:27:25+00:00,3542,12619,12,10,tibetan_mastiff,98,2048,1884
407,2016-11-30 18:16:08+00:00,14782,41193,13,10,unknown,82,750,348
408,2016-11-30 01:31:12+00:00,2547,9324,12,10,miniature_pinscher,107,1148,2048
409,2016-11-29 16:33:36+00:00,3833,10143,13,10,labrador_retriever,33,640,640
410,2016-11-28 23:30:47+00:00,1744,7206,12,10,unknown,95,1320,1597
411,2016-11-28 16:37:19+00:00,2265,9301,11,10,pembroke,111,2048,1468
412,2016-11-27 19:09:28+00:00,1841,8383,12,10,chow,75,1630,2048
413,2016-11-26 18:00:13+00:00,2317,8304,12,10,golden_retriever,108,2048,2048
414,2016-11-26 01:31:31+00:00,5385,14971,13,10,unknown,128,1532,2048
415,2016-11-25 21:37:47+00:00,1272,6451,11,10,labrador_retriever,46,1532,2048
416,2016-11-25 19:55:35+00:00,2410,8444,12,10,eskimo_dog,133,1148,2048
417,2016-11-25 01:18:59+00:00,1566,7190,12,10,staffordshire_bullterrier,104,1874,2046
418,2016-11-23 21:29:33+00:00,1925,7618,12,10,pembroke,85,2048,2048
419,2016-11-23 04:45:12+00:00,764,5612,10,10,unknown,14,909,959
420,2016-11-22 20:58:07+00:00,5422,22534,13,10,cocker_spaniel,57,1532,2048
421,2016-11-22 17:28:25+00:00,1960,7479,12,10,dalmatian,121,1315,1365
422,2016-11-21 17:23:47+00:00,2592,9852,12,10,cocker_spaniel,97,1532,2048
423,2016-11-21 01:37:04+00:00,2775,12141,11,10,pembroke,79,1638,2048
424,2016-11-20 22:02:27+00:00,2026,8809,12,10,unknown,88,2048,1714
425,2016-11-20 17:20:08+00:00,2594,10333,12,10,golden_retriever,100,1532,2048
426,2016-11-20 00:59:15+00:00,2358,14193,13,10,golden_retriever,97,1024,768
427,2016-11-19 16:49:49+00:00,12095,26314,11,10,unknown,54,720,900
428,2016-11-18 23:35:32+00:00,1979,7764,13,10,border_collie,107,1532,2048
429,2016-11-18 01:24:14+00:00,1766,7468,12,10,miniature_pinscher,137,1532,2048
430,2016-11-17 17:04:16+00:00,2513,9168,11,10,malamute,92,2048,1534
431,2016-11-17 01:35:54+00:00,2310,7505,11,10,norfolk_terrier,85,576,1024
432,2016-11-16 17:01:16+00:00,4091,12130,12,10,siberian_husky,60,1148,2048
433,2016-11-16 16:28:21+00:00,1335,6966,11,10,west_highland_white_terrier,123,768,1024
434,2016-11-14 17:03:50+00:00,2392,9684,13,10,pekinese,107,1752,2048
435,2016-11-14 01:18:12+00:00,2848,10701,12,10,american_staffordshire_terrier,90,2048,1360
436,2016-11-12 21:02:38+00:00,4554,13492,12,10,pembroke,110,1938,2048
437,2016-11-12 00:36:46+00:00,6057,18498,12,10,collie,90,1315,1837
438,2016-11-11 00:03:42+00:00,1814,7132,12,10,cardigan,89,1770,2048
439,2016-11-10 17:02:03+00:00,2780,10919,11,10,american_staffordshire_terrier,112,1532,2048
440,2016-11-09 22:49:15+00:00,1623,7002,12,10,cocker_spaniel,83,1454,2048
441,2016-11-09 16:22:22+00:00,3823,10192,12,10,pekinese,131,719,955
442,2016-11-09 00:37:46+00:00,13139,29796,11,10,golden_retriever,89,576,1024
443,2016-11-08 22:25:27+00:00,2211,8411,11,10,cardigan,97,768,1024
444,2016-11-08 20:00:55+00:00,2134,7802,12,10,chow,50,1024,576
445,2016-11-08 16:47:50+00:00,3437,9991,13,10,golden_retriever,83,768,1024
446,2016-11-07 03:14:10+00:00,21599,45783,13,10,golden_retriever,55,720,1280
447,2016-11-06 22:59:35+00:00,2642,9311,12,10,golden_retriever,72,768,1024
448,2016-11-06 01:33:58+00:00,5017,14978,11,10,unknown,79,405,720
449,2016-11-05 15:37:24+00:00,2127,9432,12,10,toy_poodle,76,1024,1365
450,2016-11-04 00:15:59+00:00,2497,8902,12,10,samoyed,127,1024,1024
451,2016-11-03 15:51:10+00:00,3065,8552,14,10,unknown,120,350,365
452,2016-11-02 23:45:19+00:00,4509,15526,12,10,labrador_retriever,102,768,1024
453,2016-11-02 16:00:06+00:00,1717,8533,13,10,old_english_sheepdog,72,1024,680
454,2016-11-01 23:53:02+00:00,1500,7382,12,10,miniature_pinscher,77,1024,766
455,2016-11-01 17:12:16+00:00,2192,9857,12,10,golden_retriever,116,768,1024
456,2016-11-01 03:00:09+00:00,8450,22734,13,10,afghan_hound,68,1024,768
457,2016-11-01 02:00:14+00:00,2220,8027,12,10,siberian_husky,119,960,720
458,2016-11-01 01:00:05+00:00,7661,18474,12,10,basset,99,768,1024
459,2016-11-01 00:00:38+00:00,3027,9723,13,10,golden_retriever,71,1536,2048
460,2016-10-31 23:00:11+00:00,2678,9073,11,10,wire-haired_fox_terrier,124,1536,2048
461,2016-10-31 22:00:04+00:00,2568,8251,10,10,french_bulldog,93,540,960
462,2016-10-31 21:00:23+00:00,5201,14119,12,10,labrador_retriever,100,639,423
463,2016-10-31 20:00:05+00:00,1836,6405,11,10,lakeland_terrier,39,818,1024
464,2016-10-31 19:00:10+00:00,2593,8682,12,10,golden_retriever,129,1536,2048
465,2016-10-31 18:00:14+00:00,1566,5684,11,10,italian_greyhound,67,1536,2048
466,2016-10-31 17:00:11+00:00,2307,5945,13,10,unknown,72,876,1024
467,2016-10-31 16:00:13+00:00,3614,11738,11,10,labrador_retriever,140,410,640
468,2016-10-31 02:17:31+00:00,3649,13259,13,10,unknown,105,747,343
469,2016-10-31 00:20:11+00:00,3930,10428,12,10,standard_poodle,101,768,1024
470,2016-10-30 17:02:53+00:00,1552,6816,12,10,yorkshire_terrier,115,577,1024
471,2016-10-29 15:55:58+00:00,3953,12410,12,10,cocker_spaniel,99,1024,1024
472,2016-10-28 17:07:05+00:00,1647,6603,11,10,komondor,125,577,1024
473,2016-10-27 16:06:04+00:00,2867,10835,13,10,golden_retriever,96,1023,1700
474,2016-10-26 22:31:36+00:00,3795,12172,12,10,pembroke,123,768,1024
475,2016-10-26 16:14:55+00:00,2325,8101,12,10,miniature_pinscher,107,1024,682
476,2016-10-25 18:44:32+00:00,1956,9060,12,10,cocker_spaniel,55,768,1024
477,2016-10-25 16:00:09+00:00,4311,15459,12,10,golden_retriever,91,576,576
478,2016-10-24 23:37:28+00:00,1774,7609,12,10,bernese_mountain_dog,83,768,1024
479,2016-10-24 15:53:19+00:00,6542,19129,11,10,malinois,116,768,1024
480,2016-10-23 23:42:19+00:00,1741,7227,12,10,pembroke,73,768,1024
481,2016-10-23 19:42:02+00:00,2915,11567,11,10,labrador_retriever,78,1023,768
482,2016-10-23 00:27:05+00:00,2108,8595,12,10,golden_retriever,81,574,427
483,2016-10-22 00:45:17+00:00,1611,6915,13,10,chow,42,710,699
484,2016-10-21 22:48:24+00:00,1759,6238,12,10,chesapeake_bay_retriever,75,768,1024
485,2016-10-21 18:16:44+00:00,3115,10826,12,10,schipperke,53,768,1024
486,2016-10-21 00:53:56+00:00,2409,8453,10,10,malamute,80,720,899
487,2016-10-20 16:15:26+00:00,2564,8993,12,10,chihuahua,115,1534,2048
488,2016-10-20 01:03:11+00:00,11478,25360,11,10,golden_retriever,103,960,960
489,2016-10-19 15:37:03+00:00,9502,25290,12,10,cocker_spaniel,80,1536,2048
490,2016-10-18 16:11:17+00:00,4857,14391,11,10,golden_retriever,72,768,1024
491,2016-10-18 00:41:57+00:00,1952,6732,13,10,samoyed,79,750,1334
492,2016-10-17 22:51:57+00:00,1184,5677,13,10,chow,81,1024,1820
493,2016-10-17 15:31:05+00:00,1206,5651,12,10,unknown,60,1024,1365
494,2016-10-17 00:20:47+00:00,2796,7952,11,10,pug,99,540,960
495,2016-10-16 18:11:26+00:00,2535,9449,13,10,german_shepherd,116,768,1024
496,2016-10-15 21:01:17+00:00,2622,10052,11,10,chihuahua,108,768,1024
497,2016-10-15 16:01:13+00:00,1606,7206,10,10,golden_retriever,106,577,1024
498,2016-10-14 16:13:10+00:00,7298,24608,12,10,golden_retriever,111,1024,1024
499,2016-10-13 23:23:56+00:00,5622,16906,75,10,pomeranian,105,1024,1024
500,2016-10-13 20:28:35+00:00,2326,9812,12,10,leonberg,52,818,1024
501,2016-10-13 15:54:28+00:00,2869,8737,11,10,pembroke,96,767,767
502,2016-10-13 00:29:39+00:00,3159,10045,13,10,golden_retriever,84,745,1194
503,2016-10-12 15:55:59+00:00,4299,14026,11,10,labrador_retriever,118,768,1024
504,2016-10-11 19:39:28+00:00,2931,10498,12,10,toy_poodle,79,768,1024
505,2016-10-11 16:00:24+00:00,1645,6169,12,10,great_pyrenees,115,360,640
506,2016-10-11 00:34:48+00:00,2077,7234,10,10,unknown,141,576,720
507,2016-10-10 17:32:08+00:00,1806,8341,11,10,miniature_pinscher,64,768,1024
508,2016-10-09 23:44:41+00:00,1494,6752,12,10,chow,81,738,734
509,2016-10-09 17:31:53+00:00,4416,11096,11,10,eskimo_dog,119,768,1024
510,2016-10-08 18:41:19+00:00,2957,9347,13,10,chow,74,575,1024
511,2016-10-07 22:15:26+00:00,2322,8307,11,10,malamute,84,750,494
512,2016-10-07 16:33:21+00:00,1160,5309,12,10,miniature_poodle,78,1023,682
513,2016-10-06 01:23:05+00:00,9850,27669,13,10,unknown,118,1536,2048
514,2016-10-06 00:08:09+00:00,1798,6822,12,10,lakeland_terrier,78,1023,680
515,2016-10-05 15:47:27+00:00,2938,9635,12,10,chow,127,720,960
516,2016-10-05 00:40:09+00:00,2047,7765,11,10,chihuahua,139,1024,1024
517,2016-10-04 19:42:03+00:00,5018,15616,13,10,norwegian_elkhound,110,2048,2048
518,2016-10-04 15:55:06+00:00,10689,26870,12,10,cardigan,99,576,1024
519,2016-10-03 23:25:55+00:00,1989,7544,11,10,chesapeake_bay_retriever,94,1024,1024
520,2016-10-03 15:42:44+00:00,6754,22249,12,10,golden_retriever,98,640,799
521,2016-10-03 01:00:34+00:00,1291,6901,11,10,golden_retriever,90,750,744
522,2016-10-02 23:23:04+00:00,4933,15910,10,10,irish_setter,92,600,800
523,2016-10-02 15:10:30+00:00,1745,7192,11,10,malamute,109,500,657
524,2016-10-01 19:47:08+00:00,5048,15340,12,10,briard,112,600,800
525,2016-09-30 20:33:43+00:00,3083,10296,11,10,unknown,126,640,836
526,2016-09-30 01:08:10+00:00,2476,9627,5,10,pembroke,99,750,994
527,2016-09-29 16:03:01+00:00,5052,19082,12,10,chesapeake_bay_retriever,113,1536,2048
528,2016-09-28 21:56:36+00:00,1901,7699,11,10,mexican_hairless,103,1536,2048
529,2016-09-28 16:07:23+00:00,2537,9011,10,10,shetland_sheepdog,112,1536,2048
530,2016-09-28 00:46:20+00:00,6604,19945,13,10,unknown,109,2048,1363
531,2016-09-27 19:54:58+00:00,1835,6610,10,10,chesapeake_bay_retriever,130,577,1024
532,2016-09-27 16:06:28+00:00,1182,5047,11,10,siberian_husky,106,768,1024
533,2016-09-27 02:53:48+00:00,3072,11091,12,10,saint_bernard,101,768,1024
534,2016-09-26 23:04:13+00:00,1603,5828,12,10,golden_retriever,62,767,914
535,2016-09-26 17:29:48+00:00,984,4875,11,10,great_dane,113,1024,682
536,2016-09-25 23:47:39+00:00,2048,8005,11,10,vizsla,109,720,960
537,2016-09-25 00:06:08+00:00,6397,17327,11,10,golden_retriever,92,750,995
538,2016-09-23 17:50:56+00:00,2837,8050,12,10,unknown,85,404,720
539,2016-09-22 20:33:42+00:00,4147,13569,13,10,chihuahua,87,768,1024
540,2016-09-22 16:13:51+00:00,6562,18348,11,10,cocker_spaniel,111,1536,2048
541,2016-09-22 00:13:04+00:00,1185,6293,11,10,staffordshire_bullterrier,86,750,982
542,2016-09-21 17:42:10+00:00,1369,5281,10,10,german_shepherd,122,768,1024
543,2016-09-21 16:00:17+00:00,926,4236,11,10,airedale,74,1023,682
544,2016-09-21 01:39:11+00:00,3950,12591,14,10,pembroke,74,750,853
545,2016-09-21 00:00:35+00:00,1001,5367,13,10,collie,100,1024,682
546,2016-09-20 17:36:50+00:00,3009,9490,11,10,boston_bull,110,768,1024
547,2016-09-20 01:12:28+00:00,2414,7818,12,10,german_shepherd,69,1535,2048
548,2016-09-20 00:24:34+00:00,1466,6030,27,10,clumber,138,1023,609
549,2016-09-19 15:00:20+00:00,1491,5840,3,10,afghan_hound,117,576,1024
550,2016-09-19 01:42:24+00:00,2692,10339,12,10,cocker_spaniel,92,720,480
551,2016-09-18 21:33:11+00:00,2308,8014,12,10,chow,113,1536,2048
552,2016-09-17 16:57:35+00:00,3921,13012,12,10,chihuahua,78,1536,2048
553,2016-09-16 16:00:31+00:00,1099,4498,12,10,toy_poodle,117,768,1024
554,2016-09-15 17:48:25+00:00,2515,8053,11,10,labrador_retriever,104,1536,2048
555,2016-09-15 00:36:55+00:00,14456,27493,13,10,samoyed,105,1536,2048
556,2016-09-14 23:30:38+00:00,2300,8806,10,10,rottweiler,94,768,1024
557,2016-09-14 17:40:06+00:00,3970,10834,11,10,unknown,93,935,1023
558,2016-09-14 16:00:49+00:00,140,1680,10,10,pug,114,749,1333
559,2016-09-13 23:44:54+00:00,2414,10745,12,10,chow,108,576,1024
560,2016-09-13 16:30:07+00:00,3645,12712,11,10,unknown,116,600,600
561,2016-09-13 16:13:44+00:00,4209,11948,13,10,unknown,103,357,574
562,2016-09-12 16:05:54+00:00,2670,6803,11,10,beagle,84,749,747
563,2016-09-11 21:34:30+00:00,4294,14286,13,10,chow,59,768,1024
564,2016-09-10 23:54:11+00:00,1624,7917,12,10,toy_poodle,90,1536,2048
565,2016-09-10 16:03:16+00:00,1580,6210,10,10,walker_hound,77,2048,1536
566,2016-09-09 18:31:54+00:00,5005,20029,14,10,eskimo_dog,104,1024,1820
567,2016-09-08 20:45:53+00:00,3529,9921,11,10,pug,117,768,1024
568,2016-09-08 16:33:46+00:00,1593,5903,12,10,pomeranian,114,747,1328
569,2016-09-08 02:09:06+00:00,1470,6064,12,10,silky_terrier,107,806,1024
570,2016-09-07 23:52:41+00:00,1204,4931,10,10,old_english_sheepdog,114,720,960
571,2016-09-07 15:44:53+00:00,5598,20319,11,10,norwegian_elkhound,69,768,1024
572,2016-09-06 23:56:05+00:00,6832,21378,12,10,labrador_retriever,115,720,960
573,2016-09-06 19:52:39+00:00,2955,8659,10,10,miniature_pinscher,116,640,479
574,2016-09-06 16:10:20+00:00,3739,9161,12,10,blenheim_spaniel,100,540,960
575,2016-09-05 19:22:09+00:00,3526,7869,11,10,norwegian_elkhound,72,1280,720
576,2016-09-05 15:58:34+00:00,2167,7364,11,10,basset,121,1024,576
577,2016-09-04 23:46:12+00:00,1557,5951,10,10,newfoundland,117,768,1024
578,2016-09-03 22:02:38+00:00,1266,5539,12,10,pembroke,105,1536,2048
579,2016-09-03 19:23:13+00:00,1033,3501,10,10,golden_retriever,117,720,480
580,2016-09-03 17:02:54+00:00,674,3468,12,10,labrador_retriever,117,720,960
581,2016-09-03 16:52:02+00:00,432,2523,10,10,chihuahua,109,480,640
582,2016-09-03 16:04:27+00:00,846,3674,11,10,pembroke,108,768,1024
583,2016-09-02 18:03:10+00:00,3090,10937,11,10,papillon,101,1024,1234
584,2016-09-02 00:12:18+00:00,2386,7601,12,10,labrador_retriever,73,581,872
585,2016-09-01 16:14:48+00:00,4567,9669,11,10,collie,117,1024,764
586,2016-09-01 00:04:38+00:00,2668,8413,11,10,golden_retriever,107,2048,1536
587,2016-08-31 21:47:27+00:00,1304,5713,12,10,labrador_retriever,116,1638,2048
588,2016-08-31 15:58:28+00:00,1511,6322,7,10,unknown,117,1024,1024
589,2016-08-31 00:58:39+00:00,1082,4495,10,10,bernese_mountain_dog,100,749,746
590,2016-08-30 23:58:40+00:00,1302,4757,11,10,chow,108,640,755
591,2016-08-30 16:11:18+00:00,1638,6736,11,10,unknown,116,750,745
592,2016-08-30 00:14:12+00:00,1896,5792,11,10,golden_retriever,116,1276,837
593,2016-08-29 16:14:30+00:00,1326,5711,10,10,italian_greyhound,94,1024,1024
594,2016-08-29 01:22:47+00:00,2092,6954,10,10,boston_bull,116,720,720
595,2016-08-28 16:51:16+00:00,8669,28628,12,10,miniature_pinscher,101,750,937
596,2016-08-28 00:37:54+00:00,1532,5889,13,10,pug,99,500,621
597,2016-08-26 16:37:54+00:00,1574,4973,12,10,golden_retriever,112,1108,1478
598,2016-08-26 00:38:52+00:00,5889,13103,12,10,pomeranian,65,720,720
599,2016-08-25 16:58:45+00:00,808,3838,11,10,chow,100,768,1024
600,2016-08-25 00:43:02+00:00,1078,3766,10,10,basenji,113,640,480
601,2016-08-24 23:50:10+00:00,1174,4630,12,10,great_pyrenees,117,640,640
602,2016-08-24 15:43:39+00:00,3112,12493,11,10,labrador_retriever,117,767,836
603,2016-08-23 21:09:14+00:00,3209,9931,8,10,unknown,116,799,821
604,2016-08-23 00:40:31+00:00,1253,4361,10,10,unknown,64,768,1024
605,2016-08-22 16:06:54+00:00,4878,14588,11,10,vizsla,109,1280,960
606,2016-08-21 23:15:55+00:00,2109,6874,12,10,chow,88,818,1024
607,2016-08-21 02:47:37+00:00,3411,11250,13,10,unknown,112,800,1200
608,2016-08-20 22:12:29+00:00,2587,9319,13,10,toy_poodle,85,556,741
609,2016-08-20 00:26:19+00:00,1233,4631,10,10,beagle,114,636,723
610,2016-08-19 17:47:52+00:00,717,3689,11,10,doberman,105,960,960
611,2016-08-18 23:55:18+00:00,1428,5502,9,10,keeshond,110,761,780
612,2016-08-18 16:38:26+00:00,1696,6203,12,10,toy_poodle,108,636,1024
613,2016-08-18 00:28:24+00:00,760,3845,12,10,redbone,67,818,1024
614,2016-08-17 20:27:34+00:00,452,3433,11,10,welsh_springer_spaniel,114,1536,2048
615,2016-08-17 01:20:27+00:00,1952,6614,12,10,golden_retriever,116,768,1024
616,2016-08-16 22:00:23+00:00,1108,4725,12,10,beagle,88,2048,2048
617,2016-08-16 03:52:26+00:00,3058,24437,13,10,pembroke,111,750,1334
618,2016-08-16 02:14:15+00:00,1966,6523,11,10,golden_retriever,113,1024,768
619,2016-08-15 16:22:20+00:00,3062,10664,10,10,dalmatian,97,768,1024
620,2016-08-14 16:13:27+00:00,1617,5927,12,10,bernese_mountain_dog,117,768,1024
621,2016-08-13 00:38:30+00:00,1364,5490,10,10,german_shepherd,109,504,686
622,2016-08-11 20:40:41+00:00,3740,11460,11,10,malamute,64,590,443
623,2016-08-10 01:23:03+00:00,1325,4921,8,10,miniature_poodle,103,1024,768
624,2016-08-09 20:03:43+00:00,2069,6739,10,10,chow,112,749,1082
625,2016-08-08 17:19:51+00:00,3249,11063,11,10,kelpie,106,576,1024
626,2016-08-08 02:13:34+00:00,5811,10293,12,10,samoyed,116,720,650
627,2016-08-08 01:44:46+00:00,3751,9414,12,10,chow,114,960,720
628,2016-08-07 15:56:28+00:00,1017,4389,11,10,unknown,62,1024,680
629,2016-08-06 21:20:40+00:00,14071,29220,14,10,unknown,48,400,224
630,2016-08-06 17:26:19+00:00,1793,4933,12,10,labrador_retriever,106,768,1024
631,2016-08-06 02:06:59+00:00,784,3920,11,10,unknown,117,1024,768
632,2016-08-05 21:19:27+00:00,26231,45271,10,10,unknown,113,720,720
633,2016-08-05 16:28:54+00:00,1075,3776,11,10,gordon_setter,115,612,612
634,2016-08-04 22:52:29+00:00,1318,4699,10,10,norwegian_elkhound,81,768,1024
635,2016-08-04 20:09:17+00:00,991,4075,11,10,standard_poodle,107,599,596
636,2016-08-04 15:48:47+00:00,1416,4845,10,10,french_bulldog,112,549,960
637,2016-08-04 01:03:17+00:00,3170,10379,11,10,golden_retriever,70,575,569
638,2016-08-03 17:43:45+00:00,872,3480,11,10,blenheim_spaniel,108,892,1024
639,2016-08-03 02:02:14+00:00,1713,6030,11,10,golden_retriever,74,964,1024
640,2016-08-03 00:59:13+00:00,1173,4561,12,10,unknown,84,577,1024
641,2016-08-02 18:14:06+00:00,3268,6913,12,10,samoyed,65,674,1024
642,2016-08-02 01:44:48+00:00,10405,24471,13,10,old_english_sheepdog,76,640,800
643,2016-08-01 23:15:56+00:00,784,3631,4,10,unknown,117,576,1024
644,2016-08-01 19:07:17+00:00,1616,5235,10,10,unknown,114,768,1024
